symbol,timeframe,fast,slow,total_return_pct,max_drawdown_pct,sharpe,n_trades,win_rate_pct,profit_factor
BTCUSDT,1h,20,75,142.49,-57.46,0.095,664,21.39,1.087
BTCUSDT,1h,20,100,149.62,-60.6,0.096,614,18.4,1.101
BTCUSDT,1h,20,150,144.03,-70.37,0.094,599,17.36,1.074
BTCUSDT,1h,30,50,83.0,-54.16,0.075,782,22.63,1.056
BTCUSDT,1h,30,75,160.75,-58.25,0.101,651,20.74,1.103
BTCUSDT,1h,30,100,98.2,-65.73,0.08,615,19.35,1.07
BTCUSDT,1h,30,150,189.84,-68.67,0.106,591,18.44,1.087
BTCUSDT,1h,40,50,102.27,-56.77,0.083,853,26.38,1.065
BTCUSDT,1h,40,75,127.71,-62.39,0.091,651,19.82,1.084
BTCUSDT,1h,40,100,80.59,-70.54,0.074,617,19.29,1.06
BTCUSDT,1h,40,150,117.73,-71.13,0.087,569,17.93,1.062
DOGEUSDT,1h,5,30,6841.84,-85.09,0.198,1139,21.69,1.094
DOGEUSDT,1h,5,50,4303.57,-76.23,0.184,948,19.2,1.121
DOGEUSDT,1h,5,75,2094.0,-83.14,0.163,833,16.21,1.134
DOGEUSDT,1h,5,100,4942.33,-73.74,0.186,786,14.89,1.126
DOGEUSDT,1h,5,150,5388.58,-80.15,0.188,736,14.13,1.149
DOGEUSDT,1h,10,30,11597.61,-80.55,0.214,1009,23.49,1.114
DOGEUSDT,1h,10,50,3086.42,-84.25,0.175,861,19.74,1.114
DOGEUSDT,1h,10,75,4976.14,-77.69,0.187,768,16.8,1.16
DOGEUSDT,1h,10,100,6881.09,-71.07,0.195,715,15.66,1.154
DOGEUSDT,1h,10,150,5228.74,-80.4,0.187,674,15.73,1.14
DOGEUSDT,1h,15,30,8446.21,-79.42,0.204,959,23.98,1.134
DOGEUSDT,1h,15,50,6389.62,-74.29,0.195,803,20.92,1.146
DOGEUSDT,1h,15,75,5028.92,-76.52,0.188,728,18.13,1.156
DOGEUSDT,1h,15,100,6301.44,-71.33,0.193,684,16.37,1.174
DOGEUSDT,1h,15,150,3584.73,-80.69,0.178,645,14.11,1.123
DOGEUSDT,1h,20,30,2535.76,-90.0,0.169,989,24.77,1.049
DOGEUSDT,1h,20,50,5963.46,-72.43,0.193,783,21.33,1.176
DOGEUSDT,1h,20,75,3612.23,-75.03,0.178,730,17.26,1.132
DOGEUSDT,1h,20,100,4595.52,-72.12,0.184,668,15.57,1.15
DOGEUSDT,1h,20,150,3763.19,-81.42,0.179,631,14.42,1.132
DOGEUSDT,1h,30,50,4664.03,-73.94,0.186,773,22.9,1.221
DOGEUSDT,1h,30,75,2106.58,-77.64,0.164,707,17.4,1.117
DOGEUSDT,1h,30,100,3088.61,-76.29,0.174,653,15.62,1.16
DOGEUSDT,1h,30,150,2751.18,-81.63,0.171,633,14.85,1.109
DOGEUSDT,1h,40,50,4420.74,-74.4,0.185,836,24.88,1.168
DOGEUSDT,1h,40,75,2148.97,-73.9,0.164,702,16.67,1.114
DOGEUSDT,1h,40,100,4990.12,-74.57,0.187,676,15.98,1.153
DOGEUSDT,1h,40,150,3733.98,-79.73,0.179,607,15.98,1.147
ETHUSDT,1h,5,30,10.73,-81.66,0.044,1145,23.23,1.004
ETHUSDT,1h,5,50,150.5,-78.02,0.092,984,21.04,1.033
ETHUSDT,1h,5,75,340.82,-65.89,0.123,860,19.42,1.06
ETHUSDT,1h,5,100,384.8,-60.26,0.127,788,18.15,1.071
ETHUSDT,1h,5,150,215.32,-71.16,0.103,721,15.12,1.047
ETHUSDT,1h,10,30,54.1,-81.78,0.064,1028,25.97,1.014
ETHUSDT,1h,10,50,281.97,-73.18,0.117,856,21.5,1.048
ETHUSDT,1h,10,75,397.63,-64.08,0.13,767,19.69,1.067
ETHUSDT,1h,10,100,326.45,-61.51,0.12,708,17.23,1.071
ETHUSDT,1h,10,150,237.98,-66.56,0.107,661,16.64,1.054
ETHUSDT,1h,15,30,26.26,-84.15,0.052,1002,25.65,1.007
ETHUSDT,1h,15,50,636.19,-50.57,0.155,800,23.75,1.085
ETHUSDT,1h,15,75,355.22,-66.73,0.125,728,19.78,1.062
ETHUSDT,1h,15,100,550.31,-56.54,0.144,674,17.66,1.083
ETHUSDT,1h,15,150,226.05,-65.93,0.105,637,15.54,1.056
ETHUSDT,1h,20,30,51.01,-84.18,0.062,1024,26.56,1.011
ETHUSDT,1h,20,50,419.12,-64.69,0.135,789,22.43,1.063
ETHUSDT,1h,20,75,426.61,-64.09,0.133,708,19.35,1.073
ETHUSDT,1h,20,100,249.31,-69.08,0.11,661,17.85,1.056
ETHUSDT,1h,20,150,130.18,-70.31,0.087,616,15.75,1.044
ETHUSDT,1h,30,50,304.46,-66.5,0.12,805,24.47,1.053
ETHUSDT,1h,30,75,186.25,-76.22,0.099,701,19.97,1.047
ETHUSDT,1h,30,100,244.66,-67.29,0.109,639,18.47,1.072
ETHUSDT,1h,30,150,183.5,-68.02,0.098,613,17.13,1.05
ETHUSDT,1h,40,50,246.37,-74.22,0.111,891,26.71,1.042
ETHUSDT,1h,40,75,135.06,-74.22,0.088,714,20.59,1.043
ETHUSDT,1h,40,100,106.0,-70.22,0.081,655,19.24,1.04
ETHUSDT,1h,40,150,155.37,-66.36,0.092,593,17.37,1.052
LINKUSDT,1h,5,30,-20.01,-87.57,0.042,1128,25.8,0.994
LINKUSDT,1h,5,50,71.74,-76.26,0.076,934,24.3,1.017
LINKUSDT,1h,5,75,270.32,-80.46,0.109,799,21.28,1.035
LINKUSDT,1h,5,100,194.48,-78.52,0.1,747,19.14,1.03
LINKUSDT,1h,5,150,214.44,-75.8,0.103,678,18.58,1.042
LINKUSDT,1h,10,30,12.18,-84.2,0.056,986,27.38,1.003
LINKUSDT,1h,10,50,1.13,-87.02,0.053,820,24.27,1.0
LINKUSDT,1h,10,75,129.67,-80.41,0.089,722,21.05,1.023
LINKUSDT,1h,10,100,161.26,-84.65,0.095,675,19.11,1.023
LINKUSDT,1h,10,150,123.52,-73.74,0.09,626,19.17,1.031
LINKUSDT,1h,15,30,-58.05,-88.9,0.012,947,26.93,0.968
LINKUSDT,1h,15,50,58.98,-76.78,0.073,756,24.47,1.015
LINKUSDT,1h,15,75,169.12,-77.22,0.096,677,22.9,1.032
LINKUSDT,1h,15,100,294.08,-75.22,0.111,638,19.91,1.045
LINKUSDT,1h,15,150,264.11,-73.36,0.108,594,18.69,1.053
LINKUSDT,1h,20,30,-75.88,-93.01,-0.011,970,28.97,0.951
LINKUSDT,1h,20,50,16.23,-83.09,0.06,748,25.4,1.005
LINKUSDT,1h,20,75,163.95,-79.32,0.095,660,21.82,1.03
LINKUSDT,1h,20,100,189.08,-79.72,0.099,635,19.69,1.031
LINKUSDT,1h,20,150,258.41,-72.83,0.108,581,18.76,1.053
LINKUSDT,1h,30,50,69.97,-84.05,0.076,769,26.14,1.015
LINKUSDT,1h,30,75,68.07,-78.29,0.077,664,21.23,1.018
LINKUSDT,1h,30,100,271.75,-74.66,0.109,609,21.02,1.046
LINKUSDT,1h,30,150,356.0,-67.68,0.117,557,20.29,1.073
LINKUSDT,1h,40,50,93.36,-82.71,0.081,827,27.33,1.018
LINKUSDT,1h,40,75,84.86,-78.14,0.08,659,21.09,1.025
LINKUSDT,1h,40,100,195.28,-71.97,0.1,592,22.64,1.044
LINKUSDT,1h,40,150,174.15,-70.64,0.097,561,19.25,1.05
LTCUSDT,1h,5,30,-95.84,-97.33,-0.116,1201,24.48,0.857
LTCUSDT,1h,5,50,-82.98,-90.99,-0.039,1002,22.36,0.908
LTCUSDT,1h,5,75,-70.88,-93.01,-0.01,869,18.3,0.953
LTCUSDT,1h,5,100,-46.17,-91.0,0.022,803,17.81,0.975
LTCUSDT,1h,5,150,-75.66,-97.08,-0.01,757,14.93,0.963
LTCUSDT,1h,10,30,-89.53,-93.73,-0.07,1059,25.12,0.882
LTCUSDT,1h,10,50,-63.76,-87.34,-0.003,897,21.63,0.953
LTCUSDT,1h,10,75,-58.53,-92.32,0.006,787,18.81,0.968
LTCUSDT,1h,10,100,63.26,-83.62,0.072,705,18.16,1.017
LTCUSDT,1h,10,150,-58.0,-95.59,0.013,680,15.29,0.977
LTCUSDT,1h,15,30,-88.18,-94.16,-0.062,1043,25.31,0.902
LTCUSDT,1h,15,50,-62.78,-85.05,-0.001,855,22.92,0.949
LTCUSDT,1h,15,75,-51.81,-89.42,0.013,740,19.19,0.969
LTCUSDT,1h,15,100,10.18,-87.64,0.053,688,18.02,1.004
LTCUSDT,1h,15,150,-57.04,-95.54,0.013,650,16.31,0.977
LTCUSDT,1h,20,30,-89.4,-93.06,-0.068,1052,24.33,0.878
LTCUSDT,1h,20,50,-68.64,-87.98,-0.01,845,22.72,0.944
LTCUSDT,1h,20,75,-63.9,-89.56,0.001,732,19.81,0.945
LTCUSDT,1h,20,100,-19.34,-89.71,0.039,675,17.78,0.992
LTCUSDT,1h,20,150,-67.15,-96.01,0.001,633,16.27,0.969
LTCUSDT,1h,30,50,-80.38,-91.51,-0.033,836,23.44,0.92
LTCUSDT,1h,30,75,-32.86,-86.5,0.03,706,19.26,0.981
LTCUSDT,1h,30,100,-58.45,-92.48,0.009,659,18.21,0.962
LTCUSDT,1h,30,150,-68.35,-96.79,-0.001,632,17.25,0.97
LTCUSDT,1h,40,50,-89.11,-95.33,-0.063,913,25.41,0.895
LTCUSDT,1h,40,75,-53.86,-89.31,0.012,715,20.14,0.96
LTCUSDT,1h,40,100,-56.62,-92.63,0.01,665,18.8,0.964
LTCUSDT,1h,40,150,-53.78,-95.74,0.016,634,17.19,0.978
MATICUSDT,1h,5,30,143.09,-81.16,0.108,828,25.85,1.034
MATICUSDT,1h,5,50,309.47,-63.55,0.131,707,22.63,1.073
MATICUSDT,1h,5,75,1879.64,-57.59,0.194,605,21.32,1.166
MATICUSDT,1h,5,100,1470.31,-62.76,0.184,569,18.28,1.162
MATICUSDT,1h,5,150,687.7,-74.49,0.158,520,15.96,1.117
MATICUSDT,1h,10,30,591.06,-53.52,0.153,710,27.89,1.099
MATICUSDT,1h,10,50,401.29,-61.82,0.14,610,24.92,1.1
MATICUSDT,1h,10,75,2022.23,-63.28,0.197,542,20.48,1.165
MATICUSDT,1h,10,100,1281.2,-68.03,0.179,537,18.06,1.147
MATICUSDT,1h,10,150,839.18,-73.85,0.164,479,17.12,1.134
MATICUSDT,1h,15,30,430.17,-59.07,0.142,702,28.21,1.094
MATICUSDT,1h,15,50,651.88,-63.99,0.156,585,25.47,1.153
MATICUSDT,1h,15,75,761.35,-67.0,0.161,533,19.89,1.137
MATICUSDT,1h,15,100,1444.83,-69.67,0.184,503,17.89,1.143
MATICUSDT,1h,15,150,995.4,-69.83,0.17,458,17.69,1.148
MATICUSDT,1h,20,30,356.04,-64.91,0.135,719,28.93,1.094
MATICUSDT,1h,20,50,523.15,-65.07,0.148,571,24.87,1.129
MATICUSDT,1h,20,75,837.43,-62.15,0.165,509,21.02,1.134
MATICUSDT,1h,20,100,1700.8,-68.82,0.19,495,18.18,1.139
MATICUSDT,1h,20,150,659.0,-72.72,0.157,449,17.82,1.122
MATICUSDT,1h,30,50,255.74,-71.76,0.126,582,25.6,1.093
MATICUSDT,1h,30,75,243.7,-77.61,0.125,510,19.41,1.066
MATICUSDT,1h,30,100,1327.74,-68.17,0.181,487,18.89,1.14
MATICUSDT,1h,30,150,304.98,-82.46,0.133,456,17.54,1.086
MATICUSDT,1h,40,50,164.74,-72.21,0.114,640,27.19,1.051
MATICUSDT,1h,40,75,676.97,-72.87,0.157,512,21.88,1.096
MATICUSDT,1h,40,100,972.37,-65.36,0.17,477,18.87,1.143
MATICUSDT,1h,40,150,340.87,-77.07,0.136,453,17.88,1.117
SOLUSDT,1h,5,30,169.0,-64.96,0.102,1019,25.32,1.041
SOLUSDT,1h,5,50,324.17,-70.23,0.12,864,21.3,1.076
SOLUSDT,1h,5,75,3106.78,-65.29,0.196,722,20.36,1.124
SOLUSDT,1h,5,100,2241.81,-66.48,0.183,673,19.32,1.123
SOLUSDT,1h,5,150,1550.86,-72.41,0.169,633,15.64,1.091
SOLUSDT,1h,10,30,353.56,-66.11,0.123,898,26.17,1.058
SOLUSDT,1h,10,50,873.11,-66.18,0.152,740,24.19,1.109
SOLUSDT,1h,10,75,1528.43,-63.55,0.171,654,21.25,1.127
SOLUSDT,1h,10,100,1231.77,-68.09,0.163,626,20.77,1.105
SOLUSDT,1h,10,150,1975.99,-71.53,0.177,577,16.46,1.102
SOLUSDT,1h,15,30,256.37,-68.82,0.113,863,26.88,1.055
SOLUSDT,1h,15,50,356.2,-64.42,0.123,703,22.33,1.083
SOLUSDT,1h,15,75,1074.66,-69.2,0.159,619,21.16,1.105
SOLUSDT,1h,15,100,1049.7,-70.76,0.157,588,19.39,1.11
SOLUSDT,1h,15,150,1803.16,-68.23,0.174,545,16.7,1.115
SOLUSDT,1h,20,30,167.42,-73.55,0.101,874,28.6,1.035
SOLUSDT,1h,20,50,343.67,-71.02,0.122,689,24.09,1.064
SOLUSDT,1h,20,75,478.57,-71.02,0.132,606,21.78,1.088
SOLUSDT,1h,20,100,513.93,-70.94,0.134,573,18.32,1.078
SOLUSDT,1h,20,150,2207.47,-66.58,0.181,524,17.56,1.133
SOLUSDT,1h,30,50,94.08,-73.83,0.09,699,24.46,1.034
SOLUSDT,1h,30,75,87.07,-70.2,0.089,607,21.09,1.037
SOLUSDT,1h,30,100,432.36,-67.04,0.129,570,19.47,1.079
SOLUSDT,1h,30,150,1176.03,-69.27,0.16,519,18.69,1.117
SOLUSDT,1h,40,50,211.29,-68.45,0.108,751,26.36,1.044
SOLUSDT,1h,40,75,142.83,-75.96,0.099,597,22.45,1.05
SOLUSDT,1h,40,100,663.17,-64.82,0.143,555,20.36,1.096
SOLUSDT,1h,40,150,2032.05,-67.67,0.179,519,18.88,1.153
XRPUSDT,1h,5,30,211.39,-81.46,0.101,1144,21.94,1.061
XRPUSDT,1h,5,50,347.77,-85.15,0.116,968,18.39,1.076
XRPUSDT,1h,5,75,183.07,-88.57,0.098,892,16.14,1.038
XRPUSDT,1h,5,100,398.96,-85.83,0.12,783,13.79,1.06
XRPUSDT,1h,5,150,253.55,-83.88,0.107,697,14.06,1.077
XRPUSDT,1h,10,30,549.2,-73.57,0.132,989,24.27,1.102
XRPUSDT,1h,10,50,1001.59,-77.37,0.154,840,20.6,1.116
XRPUSDT,1h,10,75,391.81,-83.11,0.12,777,16.86,1.069
XRPUSDT,1h,10,100,409.4,-80.5,0.121,711,14.49,1.071
XRPUSDT,1h,10,150,186.8,-85.24,0.099,646,14.4,1.064
XRPUSDT,1h,15,30,1046.79,-63.29,0.156,953,24.66,1.135
XRPUSDT,1h,15,50,462.13,-81.99,0.126,805,20.5,1.091
XRPUSDT,1h,15,75,445.47,-83.0,0.124,725,17.24,1.085
XRPUSDT,1h,15,100,308.9,-85.24,0.113,686,15.31,1.065
XRPUSDT,1h,15,150,202.01,-81.03,0.101,621,15.14,1.074
XRPUSDT,1h,20,30,414.1,-76.31,0.123,998,26.05,1.097
XRPUSDT,1h,20,50,183.66,-89.02,0.097,797,19.7,1.047
XRPUSDT,1h,20,75,458.91,-86.41,0.125,720,16.53,1.084
XRPUSDT,1h,20,100,218.98,-86.19,0.103,662,15.26,1.052
XRPUSDT,1h,20,150,240.99,-80.14,0.106,606,15.68,1.082
XRPUSDT,1h,30,50,177.18,-91.45,0.096,799,21.15,1.044
XRPUSDT,1h,30,75,637.04,-81.82,0.137,689,18.43,1.105
XRPUSDT,1h,30,100,496.03,-83.96,0.128,629,16.22,1.1
XRPUSDT,1h,30,150,206.87,-82.24,0.101,593,15.35,1.062
XRPUSDT,1h,40,50,25.77,-94.74,0.063,861,24.39,1.009
XRPUSDT,1h,40,75,292.51,-87.55,0.111,686,19.1,1.07
XRPUSDT,1h,40,100,635.33,-79.42,0.136,626,17.25,1.118
XRPUSDT,1h,40,150,203.82,-82.77,0.101,588,17.69,1.068
